BankID,Bank,Place
B00687,Banco Interatlantico, Cape Verde
B00688,Banco Interfinanzas, Argentina
B00689,Banco Intermedium, Brazil
B00690,Banco Internacional, Chile
B00691,Banco Internacional, Guatemala
B00692,Banco Internacional, Ecuador
B00693,Banco Internacional de Comercio, Cuba
B00694,Banco Internacional de Costa Rica, Costa Rica
B00695,Banco Internacional de Costa Rica Panama, Panama
B00696,Banco Internacional de Desarrollo, Venezuela
B00697,Banco Internacional del Peru, Peru
B00698,Banco Internacional do Funchal, Portugal
B00699,Banco International do Funchal Brasil, Brazil
B00700,Banco International do Funchal Malta, Malta
B00701,Banco Invest, Portugal
B00702,Banco Invex, Mexico
B00703,Banco Itapua, Paraguay
B00704,Banco Itau Argentina, Argentina
B00705,Banco Itau BBA, Brazil
B00706,Banco Itau Chile, Chile
B00707,Banco Itau Colombia, Colombia
B00708,Banco Itau Holding Financeira, Brazil
B00709,Banco Itau Luxembourg, Luxembourg
B00710,Banco Itau Paraguay, Paraguay
B00711,Banco Itau Uruguay, Uruguay
B00712,Banco JP Morgan Brazil, Brazil
B00713,Banco Julio, Argentina
B00714,Banco KDB Brasil, Brazil
B00715,Banco Keve, Angola
B00716,Banco La Hipotecaria, Panama
B00717,Banco Lafise Bancentro, Nicaragua
B00718,Banco Lafise Costa Rica, Costa Rica
B00719,Banco Lafise Honduras, Honduras
B00720,Banco Lafise Panama, Panama
B00721,Banco Latinoamericano de Comercio Exterior, Panama
B00722,Banco Los Andes ProCredit, Bolivia
B00723,Banco Luso Brasileiro, Brazil
B00724,Banco Macro, Argentina
B00725,Banco Madesant, Portugal
B00726,Banco Mare Nostrum, Spain
B00727,Banco Mariva, Argentina
B00728,Banco Masventas, Argentina
B00729,Banco Maxima, Brazil
B00730,Banco Mediolanum Spain, Spain
B00731,Banco Mercantil, Venezuela
B00732,Banco Mercantil do Brasil, Brazil
B00733,Banco Mercantil e de Investimento, Mozambique
B00734,Banco Mercantil Panama, Panama
B00735,Banco Mercantil Santa Cruz, Bolivia
B00736,Banco Mercantil Switzerland, Switzerland
B00737,Banco Meridian, Argentina
B00738,Banco Metropolitano, Cuba
B00739,Banco Mifel, Mexico
B00740,Banco Millenium Angola, Angola
B00741,Banco Mizuho do Brasil, Brazil
B00742,Banco Modal, Brazil
B00743,Banco Monex, Mexico
B00744,Banco Morgan Stanley Brazil, Brazil
B00745,Banco Multiple Caribe, Dominican Republic
B00746,Banco Múltiple León, Dominican Republic
B00747,Banco Multiva, Mexico
B00748,Banco Municipal de Rosario, Argentina
B00749,Banco Nacional de Bolivia, Bolivia
B00750,Banco Nacional de Costa Rica, Costa Rica
B00751,Banco Nacional de Credito, Venezuela
B00752,Banco Nacional de Cuba, Cuba
B00753,Banco Nacional de Fomento, Paraguay
B00754,Banco Nacional de Panama, Panama
B00755,Banco Nacional Ultramarino Macau, Macao
B00756,Banco Occidental de Descuento, Venezuela
B00757,Banco Original, Brazil
B00758,Banco Panama, Panama
B00759,Banco Panameno de la Vivienda, Panama
B00760,Banco para el Fomento a Iniciativas Economicas, Bolivia
B00761,Banco Paris, Chile
B00762,Banco Pastor, Spain
B00763,Banco Patagonia, Argentina
B00764,Banco Penta, Chile
B00765,Banco Piano, Argentina
B00766,Banco Pichincha Colombia, Colombia
B00767,Banco Pichincha Panama, Panama
B00768,Banco Pine, Brazil
B00769,Banco Plaza, Venezuela
B00770,Banco Popolare, Italy
B00771,Banco Popolare Croatia, Croatia
B00772,Banco Popolare Hungary, Hungary
B00773,Banco Popolare Luxembourg, Luxembourg
B00774,Banco Popular, Honduras
B00775,Banco Popular, Colombia
B00776,Banco Popular, Spain
B00777,Banco Popular de Ahorro, Cuba
B00778,Banco Popular Dominicano, Dominican Republic
B00779,Banco Popular Portugal, Portugal
B00780,Banco Popular y de Desarrollo Comunal, Costa Rica
B00781,Banco Portugues de Investimento, Portugal
B00782,Banco Pottencial, Brazil
B00783,Banco Privado Atlantico, Angola
B00784,Banco Privado Atlantico Europa, Portugal
B00785,Banco ProCredit Colombia, Colombia
B00786,Banco ProCredit Ecuador, Ecuador
B00787,Banco ProCredit El Salvador, El Salvador
B00788,Banco ProCredit Honduras, Honduras
B00789,Banco ProCredit Mozambique, Mozambique
B00790,Banco ProCredit Nicaragua, Nicaragua
B00791,Banco Promerica Costa Rica, Costa Rica
B00792,Banco Promerica Dominican Republic, Dominican Republic
B00793,Banco Promerica Ecuador, Ecuador
B00794,Banco Promerica El Salvador, El Salvador
B00795,Banco Promerica Guatemala, Guatemala
B00796,Banco Promerica Honduras, Honduras
B00797,Banco Provincia del Neuquen, Argentina
B00798,Banco Reformador, Guatemala
B00799,Banco Regional, Paraguay
B00800,Banco Regional de Monterrey, Mexico
B00801,Banco Rendimento, Brazil
B00802,Banco Ribeirao Prato, Brazil
B00803,Banco Ripley, Chile
B00804,Banco Ripley Peru, Peru
B00805,Banco Roela, Argentina
B00806,Banco Saenz, Argentina
B00807,Banco Safra, Brazil
B00808,Banco Santa Cruz, Dominican Republic
B00809,Banco Santa Cruz, Argentina
B00810,Banco Santander, Spain
B00811,Banco Santander Brasil, Brazil
B00812,Banco Santander Chile, Chile
B00813,Banco Santander Panama, Panama
B00814,Banco Santander Peru, Peru
B00815,Banco Santander Puerto Rico, Puerto Rico
B00816,Banco Santander Rio, Argentina
B00817,Banco Santander Totta, Portugal
B00818,Banco Santander Uruguay, Uruguay
B00819,Banco Santiago del Estero, Argentina
B00820,Banco Security, Chile
B00821,Banco Societe Generale Brazil, Brazil
B00822,Banco Sofisa, Brazil
B00823,Banco Sofitasa, Venezuela
B00824,Banco Sol, Angola
B00825,Banco Solidario, Ecuador
B00826,Banco Solidario, Bolivia
B00827,Banco Standard de Investimentos, Brazil
B00828,Banco Sudamericano, Ecuador
B00829,Banco Sumitomo Mitsui Brasileiro, Brazil
B00830,Banco Supervielle, Argentina
B00831,Banco Terra, Mozambique
B00832,Banco Triangulo, Brazil
B00833,Banco Tricury, Brazil
B00834,Banco Unico, Mozambique
B00835,Banco Union, Bolivia
B00836,Banco Universal, Panama
B00837,Banco Valor, Angola
B00838,Banco Ve por Mas, Mexico
B00839,Banco Vimenca, Dominican Republic
B00840,Banco Votorantim, Brazil
B00841,Banco Weng Hang, Macao
B00842,Banco WWB, Colombia
B00843,Bancolombia, Colombia
B00844,Bancolombia Panama, Panama
B00845,Bancolombia Puerto Rico, Puerto Rico
B00846,Bancop, Paraguay
B00847,Bancoppel, Mexico
B00848,Bancoro Banco Universal Regional, Argentina
B00849,Bancorp Rhode Island, United States
B00850,BancorpSouth, United States
B00851,Bancplus Corporation, United States
B00852,Bancpost, Romania
B00853,Bancrecer, Venezuela
B00854,Bancshares of Eastern Arkansas, United States
B00855,BancWest Corporation, United States
B00856,Banesco Banco Universal, Venezuela
B00857,Banesco Panama, Panama
B00858,Bangente, Venezuela
B00859,Bangkok Bank, Thailand
B00860,Bangkok Bank Malasya, Malaysia
B00861,Bangladesh Commerce Bank, Bangladesh
B00862,Bangor Bancorp, United States
B00863,Banisi, Panama
B00864,Banistmo, Panama
B00865,Bank Aceh, Indonesia
B00866,Bank Agris, Indonesia
B00867,Bank Al Etihad, Jordan
B00868,Bank AL Habib, Pakistan
B00869,Bank Albilad, Saudi Arabia
B00870,Bank Alfalah, Pakistan
B00871,Bank AlJazira, Saudi Arabia
B00872,Bank Alkhair, Bahrain
B00873,Bank Alliance, Ukraine
B00874,Bank Artha Graha Internasional, Indonesia
B00875,Bank Asia, Bangladesh
B00876,Bank Audi, Lebanon
B00877,Bank Audi Syria, Syria
B00878,Bank Austria, Austria
B00879,Bank Avangard, Russia
B00880,Bank Bakai, Kyrgyzstan
B00881,Bank BFG Credit, Russia
B00882,Bank BJB, Indonesia
B00883,Bank BPH, Poland
B00884,Bank Bukopin, Indonesia
B00885,Bank Bumi Arta, Indonesia
B00886,Bank Capital, Indonesia
B00887,Bank Cartu, Georgia
B00888,Bank CenterCredit, Kazakhstan
B00889,Bank Central Asia, Indonesia
B00890,Bank Danamon Indonesia, Indonesia
B00891,Bank Degroof, Belgium
B00892,Bank Degroof Luxembourg, Luxembourg
B00893,Bank Derzhava, Russia
B00894,Bank Devon Credit, Russia
B00895,Bank DKI, Indonesia
B00896,Bank DnB Nord Polska, Poland
B00897,Bank e Millie Afghan, Afghanistan
B00898,Bank Eghtesad Novin, Iran
B00899,Bank Ekonomi Raharja, Indonesia
B00900,Bank Electronika, Russia
B00901,Bank Eshkata, Tajikistan
B00902,Bank for Business, Kosovo
B00903,Bank for Investment and Development Cambodia, Cambodia
B00904,Bank for Investment and Development of Vietnam, Vietnam
B00905,Bank for Social Development of Tatarstan, Russia
B00906,Bank Forum, Ukraine
B00907,Bank Frey, Switzerland
B00908,Bank fur Arbeit und Wirtschaft und Osterreichische Postsparkasse Aktiengesellschaft, Austria
B00909,Bank fur Tirol & Vorarlberg, Austria
B00910,Bank Gaborone, Botswana
B00911,Bank Ganesha, Indonesia
B00912,Bank Gospodarki Zywnosciowej SA, Poland
B00913,Bank Gospodarstwa Krajowego, Poland
B00914,Bank Handlowy w Warszawie, Poland
B00915,Bank Hapoalim, Israel
B00916,Bank Hapoalim Switzerland, Switzerland
B00917,Bank Himpunan Saudara 1906, Indonesia
B00918,Bank Index Selindo, Indonesia
B00919,Bank Insinger de Beaufort, Netherlands
B00920,Bank Intercredit, Russia
B00921,Bank Internasional Indonesia, Indonesia
B00922,Bank Internasional Indonesia Mauritius, Mauritius
B00923,Bank Iowa Corp, United States
B00924,Bank Islam Brunei Darussalam, Brunei
B00925,Bank Islam Malaysia Berhad, Malaysia
B00926,Bank Islami, Pakistan
B00927,Bank J. Safra, Switzerland
B00928,Bank Jabar Banten Islamic, Indonesia
B00929,BanK Jacob Safra Gibraltar, Gibraltar
B00930,Bank Jasa Jakarta, Indonesia
B00931,Bank Kalbar, Indonesia
B00932,Bank Kerjasama Rakyat Malaysia, Malaysia
B00933,Bank Keshavarzi, Iran
B00934,Bank Khreschatyk, Ukraine
B00935,Bank Leumi le-Israel, Israel
B00936,Bank Leumi Panama, Panama
B00937,Bank Leumi Romania, Romania
B00938,Bank Leumi UK, United Kingdom
B00939,Bank Leumi US, United States
B00940,Bank Levoberezhniy, Russia
B00941,Bank Linth, Switzerland
B00942,Bank Lviv, Ukraine
B00943,Bank M, Tanzania
B00944,Bank Mandiri, Indonesia
B00945,Bank Mandiri Europe, United Kingdom
B00946,Bank Maskan, Iran
B00947,Bank Maspion, Indonesia
B00948,Bank Massad, Israel
B00949,Bank Mayapada Internasional, Indonesia
B00950,Bank Maybank Syariah Indonesia, Indonesia
B00951,Bank Mega, Indonesia
B00952,Bank Mellat, Iran
B00953,Bank Mellat Turkey, Turkey
B00954,Bank Melli Iran, Iran
B00955,Bank Moscow-Minsk, Belarus
B00956,Bank Muamalat Indonesia, Indonesia
B00957,Bank Muamalat Malaysia, Malaysia
B00958,Bank Nederlandse Gemeenten, Netherlands
B00959,Bank Negara Indonesia, Indonesia
B00960,Bank Nizwa, Oman
B00961,Bank Nusantara Parahyangan, Indonesia
B00962,Bank OCBC NISP, Indonesia
B00963,Bank Ochrony Srodowiska, Poland
B00964,Bank of Abyssinia, Ethiopia
B00965,Bank of Africa Benin, Benin
B00966,Bank of Africa Burkina Faso, Burkina Faso
B00967,Bank of Africa Cote d'Ivoire, Côte d`Ivoire
B00968,Bank of Africa Ghana, Ghana
B00969,Bank of Africa Group, Mali
B00970,Bank of Africa Kenya, Kenya
B00971,Bank of Africa Madagascar, Madagascar
B00972,Bank of Africa Mali, Mali
B00973,Bank of Africa Niger, Niger
B00974,Bank of Africa Senegal, Senegal
B00975,Bank of Africa Tanzania, Tanzania
B00976,Bank of Africa Uganda, Uganda
B00977,Bank of Aland, Finland
B00978,Bank of America, United States
B00979,Bank of America Argentina, Argentina
B00980,Bank of America India, India
B00981,Bank of America Malaysia, Malaysia
B00982,Bank of America Merrill Lynch Banco Multiplo, Brazil
B00983,Bank of America Mexico, Mexico
B00984,Bank of America Thailand, Thailand
B00985,Bank of Anshan, China
B00986,Bank of Anyang, China
B00987,Bank of Ayudhya, Thailand
B00988,Bank of Azerbaijan, Azerbaijan
B00989,Bank of Bahrain and Kuwait, Bahrain
B00990,Bank of Baku, Azerbaijan
B00991,Bank of Baroda, India
B00992,Bank of Baroda Botswana, Botswana
B00993,Bank of Baroda Fiji, Fiji
B00994,Bank of Baroda Ghana, Ghana
B00995,Bank of Baroda Guyana, Guyana
B00996,Bank of Baroda Kenya, Kenya
B00997,Bank of Baroda Mauritius, Mauritius
B00998,Bank of Baroda New Zealand, New Zealand
B00999,Bank of Baroda Uganda, Uganda
B01000,Bank of Beijing, China
B01001,Bank of Beirut, Lebanon
B01002,Bank of Beirut and the Arab Countries, Lebanon
B01003,Bank of Bhutan, Bhutan
B01004,Bank of Cangzhou, China
B01005,Bank of Ceylon, Sri Lanka
B01006,Bank of Changsha, China
B01007,Bank of Chaoyang, China
B01008,Bank of Chengde, China
B01009,Bank of Chengdu, China
B01010,Bank of China, China
B01011,Bank of China Brazil, Brazil
B01012,Bank of China Hong Kong, Hong Kong
B01013,Bank of China Indonesia, Indonesia
B01014,Bank of China Kazakhstan, Kazakhstan
B01015,Bank of China Malaysia, Malaysia
B01016,Bank of China Panama, Panama
B01017,Bank of China Thailand, Thailand
B01018,Bank of China Zambia, Zambia
B01019,Bank of Chongqing, China
B01020,Bank of Commerce, Philippines
B01021,Bank of Commerce & Development, Libya
B01022,Bank of Commerce Holdings, United States
B01023,Bank of Communications, China
B01024,Bank of Cyprus, Cyprus
B01025,Bank of Dalian, China
B01026,Bank of Dandong, China
B01027,Bank of Deyang, China
B01028,Bank of Dongguan, China
B01029,Bank of Fushun, China
B01030,Bank of Fuxin, China
B01031,Bank of Gansu, China
B01032,Bank of Ganzhou, China
B01033,Bank of Georgia, Georgia
B01034,Bank of Granite Corporation, United States
B01035,Bank of Greenland, Denmark
B01036,Bank of Guangzhou, China
B01037,Bank of Guiyang, China
B01038,Bank of Handan, China
B01039,Bank of Hangzhou, China
B01040,Bank of Hawaii Corporation, United States
B01041,Bank of Hebei, China
B01042,Bank of Highland Park Financial Corp, United States
B01043,Bank of Huludao, China
B01044,Bank of Huzhou, China
B01045,Bank of India, India
B01046,Bank of India Indonesia, Indonesia
B01047,Bank of India Kenya, Kenya
B01048,Bank of India New Zealand, New Zealand
B01049,Bank of India Tanzania, Tanzania
B01050,Bank of Industry and Mine, Iran
B01051,Bank of Inner Mongolia, China
B01052,Bank of Ireland, Ireland
B01053,Bank of Iwate, Japan
B01054,Bank of Jerusalem, Israel
B01055,Bank of Jiangsu, China
B01056,Bank of Jiaxing, China
B01057,Bank of Jilin, China
B01058,Bank of Jining, China
B01059,Bank of Jinzhou, China
B01060,Bank of Jiujiang, China
B01061,Bank of Jordan, Jordan
B01062,Bank of Kaohsiung, Taiwan
B01063,Bank of Kathmandu, Nepal
B01064,Bank of Kentucky Financial Corporation, United States
B01065,Bank of Khartoum, Sudan
B01066,Bank of Kigali, Rwanda
B01067,Bank of Kochi, Japan
B01068,Bank of Kunlun, China
B01069,Bank of Kyoto, Japan
B01070,Bank of Langfang, China
B01071,Bank of Lanzhou, China
B01072,Bank of Liaoyang, China
B01073,Bank of Liuzhou, China
B01074,Bank of London and The Middle East, United Kingdom
B01075,Bank of Luoyang, China
B01076,Bank of Maharashtra, India
B01077,Bank of Maldives, Maldives
B01078,Bank of Marin Bancorp, United States
B01079,Bank of Miami, United States
B01080,Bank of Montreal, Canada
B01081,Bank of Montserrat, Montserrat
B01082,Bank of Moscow, Russia
B01083,Bank of Moscow Ukraine, Ukraine
B01084,Bank of Nagasaki, Japan
B01085,Bank of Nagoya, Japan
B01086,Bank of Nanchang, China
B01087,Bank of Nanjing, China
B01088,Bank of Nanyang, China
B01089,Bank of Nauru, Nauru
B01090,Bank of Nevis, St Kitts and Nevis
B01091,Bank of New York Mellon, United States
B01092,Bank of New York Mellon Brazil, Brazil
B01093,Bank of New York Mellon Mexico, Mexico
B01094,Bank of New Zealand, New Zealand
B01095,Bank of Ningbo, China
B01096,Bank of Ningxia, China
B01097,Bank of Okinawa, Japan
B01098,Bank of Panhsin, Taiwan
B01099,Bank of Punjab, Pakistan
B01100,Bank of Qingdao, China
B01101,Bank of Qinghai, China
B01102,Bank of Qinhuangdao, China
B01103,Bank of Quanzhou, China
B01104,Bank of Queensland, Australia
B01105,Bank of Rizhao, China
B01106,Bank of Saga, Japan
B01107,Bank of Shanghai, China
B01108,Bank of Shaoxing, China
B01109,Bank of Sharjah, United Arab Emirates
B01110,Bank of Shizuishan, China
B01111,Bank of South Pacific, Papua New Guinea
B01112,Bank of South Pacific Fiji, Fiji
B01113,Bank of Southside Virginia Corporation, United States
B01114,Bank of St Lucia, St Lucia
B01115,Bank of St. Vincent and the Grenadines, St Vincent and the Grenadines
B01116,Bank of Suzhou, China
B01117,Bank of Sydney, Australia
B01118,Bank of Taiwan, Taiwan
B01119,Bank of Taizhou, China
B01120,Bank of the Bahamas, Bahamas
B01121,Bank of the Ozarks, United States
B01122,Bank of the Philippine Islands, Philippines
B01123,Bank of the Ryukyus, Japan
B01124,Bank of Tianjin, China
B01125,Bank of Tokyo Mitsubishi, Japan
B01126,Bank of Tokyo Mitsubishi Argentina, Argentina
B01127,Bank of Tokyo Mitsubishi Brazil, Brazil
B01128,Bank of Tokyo Mitsubishi Chile, Chile
B01129,Bank of Tokyo Mitsubishi China, China
B01130,Bank of Tokyo Mitsubishi Indonesia, Indonesia
B01131,Bank of Tokyo Mitsubishi Malaysia, Malaysia
B01132,Bank of Tokyo Mitsubishi Mexico, Mexico
B01133,Bank of Tokyo Mitsubishi Netherlands, Netherlands
B01134,Bank of Tokyo Mitsubishi Thailand, Thailand
B01135,Bank of Tokyo Mitsubishi Turkey, Turkey
B01136,Bank of Valletta, Malta
B01137,Bank of Weifang, China
B01138,Bank of Wenzhou, China
B01139,Bank of Western Australia, Australia
B01140,Bank of Xi`An, China
B01141,Bank of Xinxiang, China
B01142,Bank of Yingkou, China
B01143,Bank of Yokohama, Japan
B01144,Bank of Zhengzhou, China
B01145,Bank One, Mauritius
B01146,Bank Otkritie, Russia
B01147,Bank Otsar Ha Hayal, Israel
B01148,Bank Pan Indonesia, Indonesia
B01149,Bank Papua, Indonesia
B01150,Bank Pasargad, Iran
B01151,Bank Pekao, Poland
B01152,Bank Pembangunan Daerah Riau, Indonesia
B01153,Bank Pembangunan Daerah Sumatera Barat, Indonesia
